Question,Answer
چرا سلجوقیان به وجود وزیران ایرانی برای اداره کشور نیازمند بودند؟,سلجوقیان، مردمانی گله دار (دامدار) و بیابان گرد بودند که با زور شمشیر، امور سیاسی و نظامی را در اختیار گرفتند، آنها از شهرنشینی و کشورداری بی خبر بودند و برای اداره قلمروِ پهناور خود ناگزیر شدند از وزیران ایرانی استفاده کنند.
دو تن از وزیران مهم سلجوقیان را نام ببرید.,"عمیدالملک کُندری – وزیر سلطان طغرل نقشی مؤثر در موفقیت های این سلطان داشت.
خواجه نظام الملک – وزیر آلب ارسلان و ملکشاه نیز چنان قدرت و نفوذی داشت که کمتر کاری بدون صلاحدید و مشورت او انجام می گرفت."
تنظیم رابطه سلطان با خلیفه ودیگر فرمانروایان از وظایف چه کسی بود؟,از وظایف وزیران
دوره سلجوقیان از چه نظر از دوره های برجسته تاریخ ایران محسوب می شود؟,از نظر گسترش دانش و هنر و ادب
خواجه نظام الملک چه مدارسی را بنیان گذاشت؟ مهمترین آنها در کدام شهرها بودند؟,مدارس نظامیه مهم ترین آنها نظامیه های نیشابور، اصفهان و بغداد بودند. او اموال و املاک زیادی را وقف این مدارس کرد.
ویژگی مدارس نظامیه چه بود؟,به مدرسان، مدیران و کارکنان نظامیه ها، حقوق پرداخت می شد. این مدارس، مقررات خاصی داشتند و استادان و شاگردان با دقت خاصی گزینش می شدند و رقابت شدیدی برای رسیدن به مقام استادی در این مدارس وجود داشت.
دو تن از اساتید و دانش آموختگان مدارس نظامیه را نام ببرید.,امام محمد غزالی، عاِلم بزرگ ایرانی از استادان نظامیه بود. سعدی، شاعر معروف نیز از دانش آموختگان مدارس نظامیه بود.
در آستانه هجوم مغول ها کدام منطقه بزرگترین مرکز علمی و ادبی و مذهبی ایران بود؟ چرا؟,خراسان – زیرا در آن زمان در شهرهای خراسان بیش از سایر مناطق ایران مدرسه وجود داشت.
زبان و ادب فارسی در دوران غزنویان ، سلجوقیان و خوارزمشاهیان چه جایگاهی داشت؟,"در هر سه دوره زبان و ادب فارسی مورد توجه و حمایت قرار گرفت و روز به روز علاقه به گسترش این زبان بیشتر شد زبان فارسی با حمله محمود غزنوی در هند، و با توسعه قلمرو توسط سلجوقیان در آسیای صغیر رواج یافت.
به دنبال تغییر زبان از عربی به فارسی برای نوشتن نامه ها و فرمانهای حکومتی در دوره سلجوقی تعداد بیشتری از مورخان و دانشمندان علاقه مند به نوشتن کتاب های خود به زبان فارسی شدند.
(در قرن های پنجم و ششم هجری، زبان ترکی که زبان فرمانروایان بود، نیز در ایران رواج پیدا کرد و برخی از واژه های آن به زبان فارسی راه یافت.)"
چه چیز سبب گسترش شهر و شهرنشینی در دوره سلجوقی شد ؟ و کدام شهرها پایتخت سلجوقیان بودند؟,آرامش و رونق بازرگانی، سبب گسترش شهر و شهرنشینی و به وجود آمدن شهرهای بزرگ و پرجمعیت شد. پایتختهای سلجوقیان: ری، نیشابور و اصفهان
مغولان که بودند ؟,اقوام بیابانگرد مغولستان ، واقع در شمال چین و جنوب سیبری بودند. آب و هوای سرد و خشک منطقه، موجب شده بود که آنها شیوه زندگی کوچ نشینی و دامداری را برگزینند. قبایل مغول تا پیش از چنگیزخان پراکنده بودند و حکومتی نداشتند. این قبایل به سبب افزایش جمعیت و کمبود مراتع ناگزیر بودند برای تأمین زندگی، به غارت یکدیگر و همسایگان روی آورند.
چنگیز که بود و چه خصوصیات و مهارت های داشت و چه اقدامی انجام داد؟,"چنگیز رئیس یکی از قبایل مغول بود که قبیله های مغول را زیر فرمان خود درآورد و حکومتی نیرومند تشکیل داد
چنگیز در فنون رزمی مهارت کامل داشت و در حیله های جنگی استاد بود. وی، مردی بی رحم بود و سربازان، سرداران و حتی فرزندانش باید بدون چون و چرا فرمانش را اطاعت می کردند. برای اداره کشور، مجموعه قوانینی را با عنوان یاسای چنگیزی٭ تدوین کرد و به اجرا گذاشت. یکی از اصول مهم «یاسا » آن بود کسانی که خود را تسلیم سپاه مغول می کردند، از قتل و غارت در امان بودند، اما آنان که مقاومت می کردند، باید قتل عام و غارت می شدند."
مغولان حمله به همسایه های خود را از چه زمانی و از کجا آغاز کردند؟,مغولان هم پس از آنکه متحد و قدرتمند شدند، به فکر حمله به سرزمین های آباد و تصاحب ثروت آنها افتادند. آنها نخست به چین حمله و شهر ثروتمند پکن را تسخیر و غارت کردند. مغولان سپس با فتح سرزمین هایی در غرب مغولستان، به مرزهای ایران نزدیک شدند.
حمله مغولان به ایران چه زمانی ، چرا و چگونه انجام شد؟,مغولان در زمان سلطان محمد خوارزمشاه به ایران هجوم آوردند چنگیزخان در سال ) 616 ق(. به بهانه کشته شدن اعضای یک کاروان تجاری مغول به جرم جاسوسی به دستور حاکم یکی از شهرهای مرزی ایران به ایران هجوم آورد. سلطان محمد در همان برخورد اول با سپاه مغول، چنان دچار بیم و هراس شد که فرار کرد. 1 فرار او، روحیه سپاهیان و مردم را ضعیف کرد. لشکریان مغول به چند گروه تقسیم شدند و به تعداد زیادی از شهرها و آباد ی های ایران یورش بردند. هر جا که مقاومتی صورت می گرفت، ساکنان آنجا به طرز بی رحمانه ای قتل عام می شدند.
چرا مقاومت جلال الدین خوارزمشاه در برابر مغولان نتیجه نداد؟,"سلطان جلال الدین، پسر و جانشین سلطان محمد خوارزمشاه، شهامتی از خود نشان داد و در یک جنگ بر مغولان
پیروز شد، اما به دلیل اختلافات و درگیری های داخلی، کاری از پیش نبرد. در آن شرایط حساس، برخی از سرداران و حاکمان محلی و نیز خلیفه عباسی نه تنها جلا ل الدین را یاری نکردند، بلکه با وی وارد جنگ شدند."
مغولان در حمله به ایران چه صدماتی را وارد کردند؟,حمله چنگیز، یکی از فجایع تاریخ ایران بود. شهرها و آبادی های زیادی را ویران کردند. مزارع ، قناتها ، مساجد، مدارس و کتابخانه ها را خراب کردند و کتابها را سوزاندند. بسیاری از ایرانیان را اسیر ، آواره و بسیاری را کشتند ترس و وحشت سراسر ایران را فراگرفت و مردم دچار سرخوردگی شدند. میل به گوشه گیری و دوری از اجتماع در جامعه، رواج یافت.
هلاکوخان که بود و چه اقداماتی انجام داد ؟,هلاکوخان نوه چنگیز، مأمور شد فتوحات مغول را در ایران و دیگر بخش های جهان اسلام، کامل کند. او، نخست اسماعیلیان ایران را از بین برد و قلعه های آنان را ویران کرد؛ سپس با تسخیر بغداد و کشتن خلیفه ) 656 ق(، خلافت عباسی را برانداخت. هلاکوخان پس از نابودی خلافت عباسی، حکومت ایلخانان را تأسیس کرد. او به همراه فرزندان و نوادگانش، حدود هشتاد سال بر ایران فرمان راندند.
اوضاع سیاسی ایران در زمان فرمانروایی ایلخانان و رابطه آنان با اروپاییان چگونه بود؟,در دوران فرمانروایی سلسله ایلخانان، ایران از نظر سیاسی یکپارچه و متحد شد و حکام و سرداران محلی تحت حاکمیت و سلطه مغولان، قرار گرفتند. حکومت ایلخانان با سایر حکومت های مغولی در آسیا و دولت های اروپایی ارتباط برقرار کرد. اروپاییان هم پس از جنگ های صلیبی، بیش از گذشته علاقه مند بودند که با کشورهای مسلمان و آسیایی، رابطه سیاسی و بازرگانی داشته باشند.
اوضاع ایران پس از ایلخانان چگونه بود؟,پس از مرگ آخرین ایلخان مغول )ابوسعید(، حکومت ایلخانان فرو پاشید. ایران بار دیگر گرفتار هرج و مرج، آشوب، جنگ و قتل و غار تهای بی حساب شد؛ یکپارچگی و اتحاد سیاسی کشور ما از بین رفت و حاکمان محلی و سرداران مغول و غیرمغول، هر کدام بر بخشی از آن مسلط شدند و با یکدیگر به رقابت و ستیز برخاستند.
قیام سربداران تحت تأثیر تعلیمات چه کسانی ودر کجا شکل گرفت؟,"قیام سربداران از روستای باشتین در سبزوار آغاز شد
مردم سبزوار بر اثر تعلیمات شیخ خلیفه و شیخ حسن جوری، آماده مقابله با ظلم و ظالمان شده بودند ."
قیام سربداران چگونه شکل گرفت ؟ و چگونه از بین رفت؟,"ساکنان روستای باشتین که از زیاد ه خواهی و گستاخی مأموران حاکم مغولی خراسان به ستوه آمده بودند، به پا خاستند
و مأموران مغول را مجازات کردند. آنان سپس با شعار «سر به دار می دهیم، تن به ذلّت نمی دهیم »، سپاه حاکم مغول را در آن ولایت شکست دادند. قیام به سرعت گسترش یافت و سربداران پس از تصرف شهر سبزوار، حکومت خود را تأسیس کردند. آنان با پیروزی بر سرداران و حاکمان مغول در خراسان، قلمرو خود را به مناطق همجوار گسترش دادند. حکومت سربداران، پشتیبان مذهب شیعه بود. این حکومت محلّی پس از یورش تیمور به ایران از بین رفت."
چه زمانی ایران مورد هجوم و لشکرکشی تیمور قرار گرفت؟,در اواخر قرن هشتم هجری، از سمت شما ل شرق
تیمور که بود و چه خصوصیاتی داشت و چه اقداماتی انجام داد؟,تیمور گورکانی٭ یکی از فاتحان مشهور در تاریخ است که بخش وسیعی از آسیا را فتح کرد و امپراتوری تیموری را بنیان گذاشت. او خود را از خاندان چنگیز می دانست. تیمور در بی رحمی و خونریزی دست کمی از چنگیزخان مغول نداشت. او به هنر، علاقه نشان می داد و هر شهر و ولایتی را که می گشود، هنرمندان و صنعتگرانش را به پایتخت خود سمرقند )امروزی( می فرستاد. تیمور حرص و طمع بسیاری به کشورگشایی داشت و در اندیشه فتح چین بود که مرگ، امانش نداد.
علت حمله های مکرر تیمور به ایران چه بود و محدوده حکومت وی کدام مناطق بود؟,تیمور پس از آنکه بر ماوراءالنهر تسلط یافت، با سوء استفاده از اوضاع پریشان و آشفته ایران که بر هر گوشه آن خانی و سرداری حکومت می کرد، چندین مرتبه به کشور ما یورش آورد که آسیب و صدمات فراوانی وارد کرد. عده زیادی تلف شدند و اموال مردم غارت گردید. امپراتوری تیمور از مرزهای چین تا شام گسترش یافته بود. پس از مرگ وی، فرزندان و نوادگانش هر کدام به بخشی از امپراتوری او مسلط شدند و با یکدیگر به دشمنی و ستیز پرداختند.
جانشین تیمور که بود و حکومت تیموریان چه زمانی از بین رفت؟,"شاهرخ پسر تیمور، بر رقبیان خود برتری یافت و موفق شد بخش وسیعی از ایران را تحت تسلط خود درآورد. حکومت
تیموریان سرانجام با ظهور حکومت صفویان در ایران از میان رفت."
مغولان در کجا زندگی می کردند؟,شمال چین و جنوب سیبری
رئیس مغول ها که بود؟,چنگیز
یاسای چنگیزی چه بود؟,مجموعه قوانینی که چنگیز برای اداره کشور تدوین کرد.
ویژگی های چنگیز چه بود؟,در فنون رزمی مهارت کامل داشت و در حیله های جنگی استاد و بی رحم بود.
بهانه حمله چنگیز به ایران چه بود؟,بهانه حمله چنگیز این بود که اعضای یک کاروان تجاری مغول که به ایران آمدند، کشته شدند.
حاکم زمان حمله چنگیز که بود؟,سلطان محمد
چه کسی جلوی حمله مغول ایستادگی کرد؟,سلطان جلال الدین
هلاکوخان که بود؟,نوه چنگیز
چه کسی خلافت عباسی را برانداخت؟,هلاکوخان
حکومت ایلخانان را چه کسی تاسیس کرد؟,هلاکوخان
اقدامات هلاکوخان چه بود؟,اسماعیلیان ایران را از بین برد – خلافت عباسی را نابود کرد – فتوحات مغول را در ایران گسترش داد.
حکومت ایلخانان در زمان چه کسی فرو پاشید؟,ابو سعید
قیام سربداران بعد از فروپاشی کدام حکومت رخ داد؟,ایلخانان
قیام سربداران را کدام مردم انجام دادند؟,مردم روستای باشتین در سبزوار
قیام سربداران بر اثر تعلیمات کدام شیوخ انجام شد؟,شیخ خلیفه و شیخ حسن جوری
سر به دار می دهیم، تن به ذلت نمی دهیم، شعار چه کسانی بود؟,سربداران
حکومت سربداران چگونه از بین رفت؟,پس از یورش تیمور از بین رفت.
تیمور گورکانی خود را از خاندان چه کسی می دانست؟,چنگیز
تیمور چه ویژگی هایی داشت؟,به هنر، علاقه نشان می داد – بی رحم و خون ریز بود – حرص و طمع کشورگشایی داشت
پس از تیمور چه کسی بر جای او نشست؟,شاهرخ پسر تیمور
مغولان که بودند؟,اقوام بیابانگرد مغولستان، واقع در شمال چین و جنوب سیبری بودند. آب و هوای سرد و خشک منطقه، موجب شده بود که آنها شیوه زندگی کوچ نشینی و دامداری را برگزینند. قبایل مغول تا پیش از چنگیزخان پراکنده بودند و حکومتی نداشتند. این قبایل به سبب افزایش جمعیت و کمبود مراتع ناگزیر بودند برای تأمین زندگی، به غارت یکدیگر و همسایگان روی آورند.
چنگیز که بود و چه خصوصیات و مهارت های داشت و چه اقدامی انجام داد؟,چنگیز رئیس یکی از قبایل مغول بود که قبیله های مغول را زیر فرمان خود درآورد و حکومتی نیرومند تشکیل داد چنگیز در فنون رزمی مهارت کامل داشت و در حیله های جنگی استاد بود. وی، مردی بی رحم بود و سربازان، سرداران و حتی فرزندانش باید بدون چون و چرا فرمانش را اطاعت می کردند. برای اداره کشور، مجموعه قوانینی را با عنوان یاسای چنگیزی٭ تدوین کرد و به اجرا گذاشت. یکی از اصول مهم «یاسا » آن بود کسانی که خود را تسلیم سپاه مغول می کردند، از قتل و غارت در امان بودند، اما آنان که مقاومت می کردند، باید قتل عام و غارت می شدند.
مغولان حمله به همسایه های خود را از چه زمانی و از کجا آغاز کردند؟,مغولان پس از آنکه متحد و قدرتمند شدند، به فکر حمله به سرزمین های آباد و تصاحب ثروت آنها افتادند. آنها نخست به چین حمله و شهر ثروتمند پکن را تسخیر و غارت کردند. مغولان سپس با فتح سرزمین هایی در غرب مغولستان، به مرزهای ایران نزدیک شدند.
حمله مغولان به ایران چه زمانی ، چرا و چگونه انجام شد؟,مغولان در زمان خوارزمشاهیان به ایران هجوم آوردند. در زمان سلطان محمد خوارزمشاه وقتی اعضای یک کاروان تجاری مغول به یکی از شهرهای ایران آمده بودند، به دستور حاکم آن شهر به جرم جاسوسی دستگیر و کشته شدند. چنگیزخان این موضوع را بهانه قرار داد و با لشکری عظیم به ایران هجوم آورد (616 ق). سلطان محمد به مقابله شتافت، اما در همان برخورد اول با سپاه مغول، چنان دچار بیم و هراس شد که فرار کرد. فرار او، روحیه سپاهیان و مردم را ضعیف کرد. لشکریان مغول به چند گروه تقسیم شدند و به تعداد زیادی از شهرها و آبادی های ایران یورش بردند. هر جا که مقاومتی صورت می گرفت، ساکنان آنجا به طرز بیرحمانه ای قتل عام می شدند.
چرا مقاومت جلال الدین خوارزمشاه در برابر مغولان نتیجه نداد؟,سلطان جلال الدین، پسر و جانشین سلطان محمد خوارزمشاه، شهامتی از خود نشان داد و در یک جنگ بر مغولان پیروز شد، اما به دلیل اختلافات و درگیری های داخلی، کاری از پیش نبرد. در آن شرایط حساس، برخی از سرداران و حاکمان محلی و نیز خلیفه عباسی نه تنها جلا ل الدین را یاری نکردند، بلکه با وی وارد جنگ شدند.
مغولان در حمله به ایران چه صدماتی را وارد کردند؟,حمله چنگیز، یکی از فجایع تاریخ ایران بود. شهرها و آبادی های زیادی را ویران کردند. مزارع ، قنات ها ، مساجد، مدارس و کتابخانه ها را خراب کردند و کتاب ها را سوزاندند. بسیاری از ایرانیان را اسیر ، آواره و بسیاری را کشتند ترس و وحشت سراسر ایران را فرا گرفت و مردم دچار سرخوردگی شدند. میل به گوشه گیری و دوری از اجتماع در جامعه، رواج یافت.
هلاکوخان که بود و چه اقداماتی انجام داد؟,هلاکوخان نوه چنگیز، مأمور شد فتوحات مغول را در ایران و دیگر بخش های جهان اسلام، کامل کند. او، نخست اسماعیلیان ایران را از بین برد و قلعه های آنان را ویران کرد؛ سپس با تسخیر بغداد و کشتن خلیفه (656 ق_، خلافت عباسی را برانداخت. هلاکوخان پس از نابودی خلافت عباسی، حکومت ایلخانان را تأسیس کرد. او به همراه فرزندان و نوادگانش، حدود هشتاد سال بر ایران فرمان راندند.
اوضاع سیاسی ایران در زمان فرمانروایی ایلخانان و رابطه آنان با اروپاییان چگونه بود؟,در دوران فرمانروایی سلسله ایلخانان، ایران از نظر سیاسی یکپارچه و متحد شد و حکام و سرداران محلی تحت حاکمیت و سلطه مغولان، قرار گرفتند. حکومت ایلخانان با سایر حکومت های مغولی در آسیا و دولت های اروپایی ارتباط برقرار کرد. اروپاییان هم پس از جنگ های صلیبی، بیش از گذشته علاقه مند بودند که با کشورهای مسلمان و آسیایی، رابطه سیاسی و بازرگانی داشته باشند.
اوضاع ایران پس از ایلخانان چگونه بود؟,پس از مرگ آخرین ایلخان مغول (ابوسعید)، حکومت ایلخانان فرو پاشید. ایران بار دیگر گرفتار هرج و مرج، آشوب، جنگ و قتل و غارت های بی حساب شد؛ یکپارچگی و اتحاد سیاسی کشور ما از بین رفت و حاکمان محلی و سرداران مغول و غیر مغول، هر کدام بر بخشی از آن مسلط شدند و با یکدیگر به رقابت و ستیز برخاستند.
قیام سربداران تحت تأثیر تعلیمات چه کسانی و در کجا شکل گرفت؟,قیام سربداران از روستای باشتین در سبزوار آغاز شد. مردم سبزوار بر اثر تعلیمات شیخ خلیفه و شیخ حسن جوری، آماده مقابله با ظلم و ظالمان شده بودند.
قیام سربداران چگونه شکل گرفت؟ و چگونه از بین رفت؟,ساکنان روستای باشتین که از زیاده خواهی و گستاخی مأموران حاکم مغولی خراسان به ستوه آمده بودند، به پا خاستند و مأموران مغول را مجازات کردند. آنان سپس با شعار «سر به دار می دهیم، تن به ذلّت نمی دهیم»، سپاه حاکم مغول را در آن ولایت شکست دادند. قیام به سرعت گسترش یافت و سربداران پس از تصرف شهر سبزوار، حکومت خود را تأسیس کردند. آنان با پیروزی بر سرداران و حاکمان مغول در خراسان، قلمرو خود را به مناطق همجوار گسترش دادند. حکومت سربداران، پشتیبان مذهب شیعه بود. این حکومت محلّی پس از یورش تیمور به ایران از بین رفت.
چه زمانی ایران مورد هجوم و لشکرکشی تیمور قرار گرفت؟,در اواخر قرن هشتم هجری، از سمت شمال شرق
تیمور که بود و چه خصوصیاتی داشت و چه اقداماتی انجام داد؟,تیمور گورکانی یکی از فاتحان مشهور در تاریخ است که بخش وسیعی از آسیا را فتح کرد و امپراتوری تیموری را بنیان گذاشت. او خود را از خاندان چنگیز می دانست. تیمور در بی رحمی و خونریزی دست کمی از چنگیزخان مغول نداشت. او به هنر، علاقه نشان می داد و هر شهر و ولایتی را که می گشود، هنرمندان و صنعتگرانش را به پایتخت خود سمرقند (امروزی) می فرستاد. تیمور حرص و طمع بسیاری به کشورگشایی داشت و در اندیشه فتح چین بود که مرگ، امانش نداد.
علت حمله های مکرر تیمور به ایران چه بود و محدوده حکومت وی کدام مناطق بود؟,تیمور پس از آنکه بر ماوراءالنهر تسلط یافت، با سوء استفاده از اوضاع پریشان و آشفته ایران که بر هر گوشه آن خانی و سرداری حکومت می کرد، چندین مرتبه به کشور ما یورش آورد که آسیب و صدمات فراوانی وارد کرد. عده زیادی تلف شدند و اموال مردم غارت گردید. امپراتوری تیمور از مرزهای چین تا شام گسترش یافته بود. پس از مرگ وی، فرزندان و نوادگانش هر کدام به بخشی از امپراتوری او مسلط شدند و با یکدیگر به دشمنی و ستیز پرداختند.
جانشین تیمور که بود و حکومت تیموریان چه زمانی از بین رفت؟,شاهرخ پسر تیمور، بر رقبیان خود برتری یافت و موفق شد بخش وسیعی از ایران را تحت تسلط خود درآورد. حکومت تیموریان سرانجام با ظهور حکومت صفویان در ایران از میان رفت.
چرا دانشمندان و بزرگان ایرانی کوشیدند به مغولان نزدیک شوند؟,"– آشنا کردن مغولان با فرهنگ و تمدن ایرانی اسلامی
– مهار کردن خوی خشن و ویرانگر بیابانگردان مغول
– آموختن راه و رسم کشورداری به آنان
– جلوگیری از خونریزی بیشتر."
خواجه نصیر الدین طوسی که بود و چه جایگاهی نزد هلاکوخان داشت و چه اقداماتی انجام داد؟,از برجسته ترین دانشمندان مسلمان ایرانی و مشاور هلاکوخان بود . او در جریان لشکرکشی هلاکو، تلاش زیادی برای حفظ جان مردم و کاهش قتل و غارتهای مغولان کرد. به تشویق او هلاکو رصدخانه مراغه را ساخت که تبدیل به یک مرکز علمی و تحقیقاتی عظیم شد که منجمان و دانشمندان زیادی در آن فعّالیت می کردند رصدخانهٔ مراغه به وسایل اخترشناسی و کتابخانهٔ بزرگی، مجهز بود.
خواجه رشید الدین فضل ا… همدانی که بود و چه اقداماتی انجام داد و معروفترین کتاب وی چه نام دارد؟,"از سیاستمداران و دانشمندان نامدار ایرانی در دورهٔ مغول بود . به عنوان پزشک به دربار ایلخانان راه یافت و ٔ به عمران و آبادی و انجام کارهای خیریه علاقه داشت رَبْع رشیدی را در تبریز بنا کرد که شامل مسجد، مدرسه، بیمارستان، خانقاه و کتابخانه می شد را که تعداد زیادی از عالمان و پزشکان در آن اشتغال داشتند، وقف کرد
. معروف ترین کتاب او جامع التواریخ رشیدی است. این وزیر دانشمند نیز به دستور ایلخان مغول به قتل رسید."
مغولان چه دینی داشتند؟,"مغولان هنگامی که به ایران هجوم آوردند دین واحدی نداشتند؛ عده ای از آنها هنوز به آیین گذشتگان خود اعتقاد داشتند و گروه دیگری پیرو آیین بودایی و دین مسیحیت بودند.
 جواب درس 16 مطالعات هشتم"
چرا مبلغان بودایی و مسیحی برای گسترش آیین خود در ایران (زمان ایلخانان )موفق نبودند؟,زیرا مردم ایران اعتقاد محکمی به اسلام داشتند. سرانجام بر اثر کوشش عالمان و وزیران ایرانی، ایلخانان به دین اسلام درآمدند و مسلمان شدند.
در زمان غازان خان چه اقداماتی انجام شد؟,غازان خان به تشویق و راهنمایی وزیر خود، خواجه رشیدالدین فضل الله همدانی، اقدام به اصلاح امور اداری، مالی و قضایی کرد. این ایلخان، همچنین برای عمران و آبادانی تبریز بسیار کوشید. به روزگار او، شُنْب غازان در تبریز با دوازده بنای مهم مانند بیمارستان، مسجد، کاخ، مدرسه، کتابخانه و … بر پا شد. هم زمان در بسیاری از شهرها مسجدی بزرگ و در کنار آن گرمابه ای برای تأمین هزینهٔ نگاهداری مسجد ساختند.
سلطان محمد خدابنده (اولجایتو) چه اقداماتی انجام داد؟,"سلطان محمد خدابنده )اولجایتو( جانشین غازان خان نیز علاقه مند به عمران و آبادانی بود. او به پیشنهاد وزیرش
خواجه رشیدالدین فضل ا… ، پایتخت را به سلطانیه منتقل کرد و موجب آبادی آنجا شد. اولجایتو در آن شهر آرامگاهی برای خود بنا کرد که به گنبد سلطانیه معروف است و یکی از شاهکارهای معماری در جهان اسلام به شمار می آید."
میزان توجه به عمران و آبادی و معماری در زمان ابوسعید (آخرین ایلخان مغول ) چه اندازه بود؟,در دوران ابوسعید آخرین ایلخان مغول نیز بناهای باشکوهی ساخته شد.این بناها از نظر عظمت و بلندی گنبدها و ایوانها کم نظیر هستند. گچبری و کاشی کاریهای زیبا و اعجاب انگیز بناهای مذکور، حکایت از ذوق و نبوغ معماران ایرانی در آن زمان دارد.
شاهرخ پسر تیمور چه تفاوتی با پدرش داشت و چه اقداماتی در زمان او انجام شد؟,شاهرخ پسر تیمور که تحت تأثیر فرهنگ و تمدن ایران قرار داشت، راه پدر را در جنگ و خونریزی ادامه نداد. در زمان او هرات به پایتختی تیموریان انتخاب و به یکی از بزرگترین و باشکوه ترین شهرهای ایران تبدیل شد. به سبب توجه و علاقهٔ شاهرخ به ادب و هنر، تعداد زیادی از شاعران، هنرمندان و معماران نامدار به این شهر آمدند. همچنین مدارس و کتابخانه های متعددی به فرمان او در هرات ساخته شد و جویندگان علم و دانش را از گوشه و کنار ایران به خود جذب کرد. گوهرشاد، همسر شاهرخ از زنان نیکوکار بود او بناهای متعددی در هرات و مشهد ساخت که مسجد گوهرشاد در جوار حرم حضرت امام رضا یکی از آنهاست .
شاهنامهٔ بایْسُنْقُری نتیجه توجه تیموریان به کدام هنر می باشد؟,در دورهٔ تیموریان، هنر نگارگری )نقاشی( و خوشنویسی شکوفا شد و نگارگران و نقاشان آن زمان آثار هنری ارزشمندی از خود به جای گذاشتند. شاهنامهٔ بایْسُنْقُری یکی از نفیس ترین نسخه های کهن شاهنامه است که به سفارش بایْسُنْقُر میرزا، شاهزادهٔ تیموری نگارگری و تذهیب شد. این اثر از نظر کتاب آرایی و ارزش هنری، اهمیت فراوانی دارد.
رفتار ایرانیان و بزرگان با مغولان چگونه بود؟,"دانشمندان و بزرگان ایرانی به مغولان نزدیک شدند.
آنها را با فرهنگ و تمدن ایرانی اسلامی آشنا کنند.
راه و رسم کشور داری را به آنان بیاموزند."
خواجه نصیرالدین توسی که بود؟,مشاور هلاکوخان
کارهای خواجه نصیرالدین توسی چه بود؟,"تلاش برای کاهش قتل و غارت های مغولان
ساخت رصد خانه مراغه
مشاور هلاکوخان بود"
خواجه رشیدالدین فضل الله همدانی که بود؟,پزشک ایلخانان
کارهای رشیدالدین فضل الله همدانی چه بود؟,"علاقه بسیاری به عمران و آبادی و انجام کارهای خیریه داشت.
احداث بنای رَبع رشیدی در تبریز"
کتاب جامع التواریخ رشیدی برای چه کسی بود؟,خواجه رشیدالدین فضل الله همدانی
مغولان هنگامی که به ایران هجوم آوردند چه دینی داشتند؟,بودایی و مسیحی
ایلخانان چگونه به دین اسلام روی آوردند؟,بر اثر کوشش عالمان و وزیران ایرانی
وزیر غازان خان که بود؟,خواجه رشیدالدین فضل الله همدانی
غازان خان چه کارهایی کرد؟,اصلاح امور اداری، مالی و قضایی – عمران و آبادانی تبریز
شَنب یا گنبد در تبریز با دوازده بنای مهم در چه دوره ای برپا شد؟,غازان خان
جانشین غازان خان که بود؟,سلطان محمد
وزیر سلطان محمد خدابنده که بود؟,خواجه رشیدالدین فضل الله همدانی
گنبد سلطانیه برای که بود؟,سلطان محمد خدابنده
پایتخت تیموریان در زمان شاهرخ کدام شهر بود؟,هرات
گوهرشاد که بود؟,همسر شاهرخ
گوهرشاد چگونه زنی بود؟,نیکوکار بود و به عمران و آبادی توجه داشت.
مسجد گوهرشاد در کجاست؟,در جوار حرم حضرت امام رضا (ع_
شاهنامه بایسنقری در چه دوره ای نگارگری و تذهیب شد؟,تیموریان
چرا دانشمندان و بزرگان ایرانی کوشیدند به مغولان نزدیک شوند؟,"– آشنا کردن مغولان با فرهنگ و تمدن ایرانی اسلامی
– مهار کردن خوی خشن و ویرانگر بیابانگردان مغول
– آموختن راه و رسم کشورداری به آنان
– جلوگیری از خونریزی بیشتر."
خواجه نصیر الدین طوسی که بود و چه جایگاهی نزد هلاکوخان داشت و چه اقداماتی انجام داد؟,از برجسته ترین دانشمندان مسلمان ایرانی و مشاور هلاکوخان بود . او در جریان لشکرکشی هلاکو، تلاش زیادی برای حفظ جان مردم و کاهش قتل و غارتهای مغولان کرد. به تشویق او هلاکو رصدخانه مراغه را ساخت که تبدیل به یک مرکز علمی و تحقیقاتی عظیم شد که منجمان و دانشمندان زیادی در آن فعّالیت می کردند رصدخانه مراغه به وسایل اخترشناسی و کتابخانه بزرگی، مجهز بود.
خواجه رشید الدین فضل ا… همدانی که بود و چه اقداماتی انجام داد و معروفترین کتاب وی چه نام دارد؟,از سیاستمداران و دانشمندان نامدار ایرانی در دوره مغول بود. به عنوان پزشک به دربار ایلخانان راه یافت و به عمران و آبادی و انجام کارهای خیریه علاقه داشت رَبْع رشیدی را در تبریز بنا کرد که شامل مسجد، مدرسه، بیمارستان، خانقاه و کتابخانه می شد را که تعداد زیادی از عالمان و پزشکان در آن اشتغال داشتند، وقف کرد. معروف ترین کتاب او جامع التواریخ رشیدی است. این وزیر دانشمند نیز به دستور ایلخان مغول به قتل رسید.
مغولان چه دینی داشتند؟,مغولان هنگامی که به ایران هجوم آوردند دین واحدی نداشتند؛ عده ای از آنها هنوز به آیین گذشتگان خود اعتقاد داشتند و گروه دیگری پیرو آیین بودایی و دین مسیحیت بودند.
چرا مبلغان بودایی و مسیحی برای گسترش آیین خود در ایران (زمان ایلخانان موفق نبودند؟,زیرا مردم ایران اعتقاد محکمی به اسلام داشتند. سرانجام بر اثر کوشش عالمان و وزیران ایرانی، ایلخانان به دین اسلام درآمدند و مسلمان شدند.
