Question,Answer
"why do we consider the 8-year period of imposed war as ""sacred defense""?","because: 1- defense to maintain the independence and territorial integrity of the country
2- perseverance in the face of oppressors to obey god's command by obeying the authority of the jurist
3-resistance in order to preserve religion, quran and islamic revolution
4-standing to repel enemy aggression and achieve peace and security"
name the domestic achievements of eight years of holy defense?,"1-self-confidence and self-belief
2-birth of basiji thinking
3- progress in the country's defense industries
4- gaining engineering and industrial experience
5-promoting the culture of sacrifice and martyrdom
6- the role of mosques in the defense of the homeland"
how did the era of sacred defense lead to progress in the country's defense industry?,"at the beginning of the war, we were unable to make a normal bullet; but at the end of the war, we provided many of the defense needs of the country ourselves. the continuation of this progress made us now able to build all kinds of defense equipment for the country, such as long-range missiles."
how did the sacred defense period lead to the country's engineering and industrial experience?,"the presence of technical and engineering volunteer experts in the form of construction jihad, who were responsible for the support, engineering and combat of the army, army and basij fighters and were active in building multi-purpose trenches, embankments and canals during the sacred defense period, this matter has gained valuable experience for the basic and infrastructural needs of the country were met during the construction period, such as the construction of dams, highways, airports, refineries, etc."
what was the role of mosques during the holy defense period?,"during the sacred defense period, mosques were a great base for promoting the culture of sacrifice and martyrdom, sending basiji forces, collecting public donations, etc. to help the defenders of the homeland."
write the cities occupied by saddam's army.,"- howeza
- mehran
- qasr shirin
- city oil
- somar
- khorramshahr"
how can we appreciate the blood of martyrs and the sacrifice of veterans and freedom fighters of our country?,we must continue their path and be guardians of divine values ​​and not remain silent in front of the aggressors and oppressors.
"write two lines about the time, method and side of the fight of each of the fighting men of sadr islam.","ammar yasser: ammar's family was one of the first muslims and they suffered many tortures in this way. he fought against those who were making fake hadith about the prophet.
salman farsi: he met the prophet in medina and became a muslim. at his suggestion, muslims dug a ditch around medina so that the enemies could not enter medina.
malik ashtar: one of the faithful companions of hazrat ali (as) who showed great bravery in the battles of jamal and safin."
"write two lines about the time, method and side of the fight of each of the fighting men of the contemporary period.","chairman ali delwari: during the era of muhammad ali, shah qajar, along with other constitutionalists, rose up to fight the shah's tyranny and removed bushehr from the shah's rule.
mirza kochuk khan jangli: he lived in the late qajar period and early pahlavi period. and after gathering his friends and allies in rasht city, he started fighting against the oppression of the government.
ayat... martyr of modares: during the pahlavi period in the national assembly, he fought against the oppression of british rule and colonialism."
"name some of the hard-working, fighting and patriotic iranian men throughout history.","mirzai shirazi, seyyed jamaluddin asadabadi, sattar khan, baqer khan, amir kabir and..."
name some of the free people who stood against the anti-religion and oppression of the pahlavi rulers.,"martyr nawab safavi, martyr seyed ali andarzgo, martyr rajaei"
explain about the biography (year and place of birth) of shahid mehdi bakri.,"he was born in 1333 in miandoab, west azerbaijan."
explain about the responsibilities of martyr mehdi bakri.,"the commander of the ashura army in the preparatory and 4th, 3rd, 2nd, 1st and 4th wal-fajr operations"
explain a part of the will or memory of shahid mehdi bakri.,"advising on the great importance of prayer, supplication, and commemoration of abba abda... and the martyrs"
explain about the moral characteristics of shahid mehdi bakri.,"despite being very tired, he helped the family with housework."
explain about the biography (year and place of birth) of shahid abbas babaei.,he was born in qazvin in 1329.
explain about the responsibilities of martyr abbas babaei.,deputy commander of air force operations
explain a part of shahid abbas babaei's will.,whatever you want is in the holy quran.
explain about the moral characteristics of shahid abbas babaei.,"in addition to monitoring, he was also a pioneer in the work for the rapid progress of the operation."
how to deal with the vast cultural invasion of enemies.,"1-knowing the enemy's goals from cultural invasion
2- strengthening the religious and political beliefs of the people
3- spreading the good and forbidding the bad
4- expansion of cultural activities"
what did imam khomeini (ra) say about heroic women?,"""the brave mothers of the children of islam have revived the memory of bravery and bravery of female heroes throughout history."""
what is one of the important and basic duties of women?,it is the upbringing of children who will form the future men and women of society.
what is the role of women in today's society?,"in today's era, some women, in addition to being a wife and mother at home, play an essential role in the growth of the family and the upbringing of children, they are also active in the society alongside men."
what do you know about the lives and outstanding actions of the following heroic and influential women in human history?,"hazrat khadijah (pbuh): the faithful wife of the prophet of islam (pbuh) who devoted all her wealth to the spread of islam and the support of muslims.
hazrat fatima (pbuh): the daughter of the prophet of islam (pbuh) and the faithful wife of imam ali (pbuh), who suffered a lot after the prophet's death, but did not stop supporting her imam.
hazrat zainab (pbuh): the daughter of imam ali (pbuh) who endured a life of suffering and hardship and showed the people the true face of the umayyads after the ashura incident with her powerful speeches."
in what ways did women defend islam and the revolution in the holy defense? (explain the presence of women and girls during the holy defense),"1- war support (delivering war equipment and tools to the warriors, delivering water and food to the warriors)
2- health and treatment, treatment of war wounded and their transfer to the rear of the front and their care, preparation and provision of medicine, clothes and other facilities.
3- direct presence in the battle scene
4 - support for sacrificers"
what do you know about the fighting life of mrs. marzieh hadidchi (dabbagh)?,"one of the believing and fighting women who, after several years of enduring hardship and torture in the prisons of the shah's regime, went outside iran and became a full-fledged guerilla in the palestinian military camps. despite the fact that he had 8 children, he continued to live a hard life of struggle due to the possibility of being re-arrested and executed by the oppressive regime of the shah."
what was the role of women in our country during the holy defense?,"in the sacred defense, the faithful and brave iranian women, from the beginning of the invasion of the iraqi baathist army to our country, stood and resisted alongside the men and in front of the enemy, and after that they did things behind the front that would not have been valued and rewarded. god will not be more or less than direct defense."
what was the activity of martyr maryam farhanian before the revolution?,"martyr maryam farhanian was born on january 24, 1342 in abadan in a middle-class and religious family. before the victory of the islamic revolution, he used to participate in political, religious meetings and public demonstrations together with his brother mehdi."
how did martyr maryam farhanian start his activity during the war?,"after the victory of the islamic revolution, he became a member of the basij in 1359 and after completing nursing and first aid training courses at imam khomeini oil company hospital in abadan, he started serving. when he was seventeen years old, he was helping and treating the wounded in the imposed war in the hospital. martyr farhanian used to go to the villages and areas around abadan to help the families of the martyrs and take care of their situation, and while helping them, he taught the quran to the village children."
how was martyr maryam farhanian martyred?,"the mother of a martyr asks maryam farhanian to go to her son's grave every year after his death on august 13 and hold an anniversary ceremony for that martyr. finally, on august 13, 1363, while he and his two friends were trying to fulfill the wishes of that martyr's mother, he was hit by a mortar shell of saddam's army in golestan shahadai, abadan, and his great soul joined the martyrs of islam. he was only 21 years old at the time of his martyrdom. the biography of martyr maryam farhanian has been published in a book titled ""a girl in shat""."
what was the way of life of shahidah zainab komai before the revolution?,"zainab (mitra) was born on the 8th of khordad 1346 during the maghrib call to prayer in abadan city. before the revolution, she not only did not leave her prayers and fasting, but was also famous among her family and friends for observing hijab."
how was the life style of shahida zeinab komai after the revolution?,"after the victory of the revolution, zainab's activities began continuously. in addition to participating in various ideological and moral classes and courses of the basij system, he actively participated in most of the activities of the school's islamic association. zainab started her extensive campaigns against hijab and anti-revolution."
how did shahidah zainab kamai get martyred?,"in march 1360, he went to the mosque to pray maghrib and isha prayers. that prayer was the last prayer of 16-year-old zainab. when he was returning from the mosque, the hypocrites martyred him. his family found his body two days later. his body was buried with 360 martyrs of fatah al mobin operation in isfahan martyrs golestan."
what was the role of martyr mehrdad azizolahi in the era of holy defense?,"in the demolition battalion, shahid mehrdad azizolahi was called a mine engineer, and foreign radios referred to him as the youngest general of demolition."
what was the story of martyr mehrdad azizolahi's meeting with imam?,"one night of the holy defense nights, mehrdad's innocent face appears on the tv screen. but his words are not reserved for teenagers. he speaks like divine men. imam khomeini (ra) watched his interview on tv that night and ordered to bring this teenager to his presence. they see imam mehrdad and kiss his arm and he kisses the imam's hand.
note: more than 36,000 students were martyred during the holy defense.
note: martyr student mehrdad azizolahi was born in october 1346 in isfahan city in a religious family.
note: martyr mehrdad azizolahi was martyred in the 4th karbala operation in umm rasas island in 1365 and became immortal."
how did martyr qassem soleimani strengthen his various good aspects?,"by studying science, he strengthened his thought, by worshiping his soul, by working his economic foundation and by exercising his body."
what was the role of martyr qassem soleimani in the uprisings after the revolution?,"america started a rebellion in several parts of iran. qassem soleimani wore combat uniforms and became a guard of the revolution. in every city, the footprints of the enemy could be seen, qasim would appear there and, together with other supporters of the revolution, would restore security and peace to the people and cities."
what was the role of martyr qassem soleimani in international struggles?,"he was in charge of the quds force. the oppressed palestinians, who until yesterday were only limited to throwing stones in front of the advanced weapons of the occupying israel, now with the help of the quds force, they got missiles and brought the zionist regime to its knees. the lebanese, who could not expel israel from their country, formed a powerful army called hezbollah with the help of the quds force and expelled the occupying israel."
what was america's new deception in syria and iraq?,"he created a fake islam called isis (islamic state of iraq and the levant) and committed many crimes with this islam. occupied a part of syria and iraq, destroyed houses and cities; he brutally killed tens of thousands of innocent people and blamed it all on islam. he wanted to make people dislike real islam."
how did martyr qassem soleimani fight with isis?,"the mission of haj qassem soleimani was much more difficult than the previous missions. he should have fought at the international level with yazid zaman, criminal americans and disgraced fake islam. there was no need to worry. he was much stronger than before. with his unique courage, with his cleverness and his unique morals, young people and warriors with sincerity and interest in islam and ahl al-bayt, as well as with the spiritual support of the authority and elders of the two countries of iraq and syria, in the form of popular groups (hashd al-shaabi in iraq and jaish al-watani in syria) and by doing this he gave the people of iraq and syria such power that they defeated america and cleansed these two lands from fake islam."
why did america decide to kill soleimani?,"haj qassem soleimani had become the most powerful and beloved soldier of the islamic world, and america became the most hated enemy of humanity. that's why haj qasim's grudge was sitting in america's heart. they could not deal face to face with this warrior of the islamic world, so they started a cowardly operation."
"qassem soleimani martyred, how was he martyred?","on a dark night, while haj qassem soleimani had entered the baghdad airport as an official guest of the iraqi government, after being welcomed by the officials, while he was leaving the airport in a car, he was targeted by drones armed with missiles. and along with his friend and constant companion, abu mahdi al-muhandis, he attained the supreme grace of martyrdom.
note: martyr qassem soleimani was born in 1335 in one of the deprived villages of kerman.
note: imam khomeini (ra) was the strongest contemporary man in all dimensions."
what is the plural system?,the collective system is the movements that are performed in a regular manner and coordinate people with each other in the execution of collective movements.
how is the plural system possible?,"as the word nizam plural shows, order + plural follows plural order; but this issue becomes possible when all members of the group, i.e. each and every person, observe individual order. the assembly system is the basis of correct walking behavior, appearance, discipline and teamwork, which when all students act individually, it leads to assembly order."
what does order mean in the word?,"in the word order, it means arrangement, neatness, discipline, rule and law."
what is the importance of order in human life?,"man is a social being and cannot live alone. he always has to live with other people to live a good life. everyone must do their work on time and correctly so that the wheel of time turns. the existence of order and rules in work is necessary for human society. disorganization disrupts the work of society. if there is no order, things will fall apart and even someone who wants to do his work correctly and completely on time. in any society that has rules and regulations, people know their duties better and reach their destination sooner."
how is order created in school?,"in the school, to create more order and discipline among the students, the commands of the plural system are used. the plural system is the first principle of school skills. of course, it should be considered that the collective system in schools is not a militaristic organization, and students should not be overly strict."
name the objectives of the implementation of the plural system class.,"1-regularity, rule of law and obedience
2-mental, physical and psychological strengthening
3-creating agility and dexterity
4-prevention of bad movement habits in the body, especially for students who are in their growing age.
5- institutionalization of order in students' morals and behavior
6 - learning to live correctly
7- health and improvement of lung and heart function by placing the body in the correct position
8- increasing the power of control and coordination of organs and senses"
what are the benefits of the plural system for students?,"in addition to the individual effects and mental, physical and psychological strengthening of students, collective system is also effective in improving the speed of work and its quality, and no group work will be successful without observing collective order. this kind of teaching makes students agile and dexterous and prevents the occurrence of skeletal problems and bad movement habits in their bodies, and at the same time makes the importance of practical discipline concrete and institutionalized for students. when the body is in the right position, the lungs and heart have a wider space and function better. the collective system teaches the correct life and creates a sense of brotherhood and community in students and makes students believe that they are part of the same body."
how many components does the command system consist of?,"1 - news
2 - execution"
"define ""news"" and ""execution"" and give examples.","""khabar"" in the collective system, awareness and preparation in the individual to coordinate with the collective; and ""execution"" is practical coordination with the crowd, obeying the command and carrying out a specific action that the commander has ordered; for example, in the order from the front of the system, ""from the front"" is news and ""system"" is execution."
"define ""from the front of the system"". how is this done?","from the front of the system, it is a command for people to stand behind each other. the commander conveys the first part of the command, i.e. the news, to the people in a loud and extended voice. ""from the front..."", upon hearing the first part of the news command from the front of the system, people quickly line up one behind the other. then the commander announces the second part of the command in a short and firm voice: ""nizam"", hearing the second part of the command from the front of the formation, the people throw their left hand up while it is fully extended."
how should people be placed in rows and columns?,"in a group, usually people who are taller than the rest should stand in front of the queue. if people stand in a column (back to back), the taller people should be in front of the column, and if they are standing in a line (side by side), the taller people should be on the right side. (figure on page 74 of the textbook)"
what should be the distance between people when they are placed in an organizational group?,"for the students in the sabgah square and moving in a rhythmic step, each person with the person on their right is one elbow (half a hand) and in the column, each person is with the person in front of them, one hand and four fingers (mode from the front of the system) ) should be"
"what points should be observed in the plural system in ""standing"" mode?","1 - the body should be free and straight.
2 - the heels of the feet are stuck together.
3- the toes should be in one line and open as wide as the width of four closed fingers.
4- legs should be fully extended.
5-inner belly, front chest, right waist, shoulders should be open and in one line.
6- the neck should be raised, the head should be up and facing, the radius of the eyes should be straight ahead, the face should be in a natural position and the chin should be slightly raised.
7- both hands should be extended and fisted, and the thumb should be placed along the sewing line of the pants. (photo at the bottom of page 74 of the textbook)"
"explain the command ""from the front of the system"".","when people hear the second part of the order from the front of the system, they throw their left hand up while it is fully extended; in such a way that five fingers are stuck together and the big finger of their left hand is four fingers away from the left shoulder of the person in front of them and their palm is facing the ground and almost parallel to it. (photo on top of page 75 of the textbook)"
"why doesn't the first person or people raise their hands in the command ""from the front of the system""?",because he has no one in front of him.
"explain the ""notify"" command.","immediately after the commander's command ""from the front of the army"", the command ""khabdar"" is given. ""khabdar"" also consists of two components: ""khabar"" and ""dar"". upon hearing the warning command, the left hand quickly falls down and at the same time it is made into a fist and is placed along the sewing line of the pants. the command ""alert"" means to take the correct standing posture. no movement or change of state is allowed in ward. with this command, the person or people take the correct standing position.
(photo at the bottom of page 13 of the textbook)"
"explain the command ""from the right of the system"".","with this command, all the people, except for the people in the first column, quickly turn their heads to the right; so that their chin is slightly raised. people should be placed in such a way that each person can see the chest of the fourth person on their right. in this case, it is necessary to maintain the correct posture. with the command ""notice"", everyone quickly turns their heads to the front. (photo on top of page 75 of the textbook)"
"explain the ""free"" command.","it is a command to change the state of the aware command. with this command, the people quickly lift their left foot off the ground and kick to the left side with a strong, shoulder-width kick; so that the toes of both feet of each person are placed along each other. at the same time with this movement, the left hand grabs the right wrist and both hands are stretched at the back and end of the spine. in the free state as in the conscious state, people should not change direction or move. in all these movements, although the person acts alone, he has a special coordination with other people in his group. (photo at the bottom of page 76 of the textbook)"
"explain the command ""left, left"".","it is a change of 90 degrees to the left. this command is executed in two parts as follows. first component: the person turns 90 degrees to the left on the heel of the left foot and the toe of the right foot and with the help of a quick movement of the shoulders; while the body is completely straight, the hands are attached to the body and stretched, the head is up, the right leg is extended and the heel is tilted outward. the second part: after making the necessary rotation and pause, the right foot, without bending, sticks to the left foot in the shortest way. (photo on top of page 77 of the textbook)"
"explain the command ""to the right, right"".","it is a change of 90 degrees to the right. this command is executed in two parts as follows. component one: the person moves on the heel of the right foot and the toe of the left foot with the help of a quick movement of the shoulders to 90 degrees to the right. the general posture of the body is like moving to the left. part two: after making the necessary rotation and pause, the left foot, without bending, sticks to the right foot in the shortest way. (photo at the bottom of page 77 of the textbook)"
"explain the ""backward"" command.","backtracking is a 180 degree change of direction, from the left side. this command is executed in two parts as follows. part one: the person on the heel of the left foot and the toe of the right foot rotates to the left by 180 degrees with the help of a quick movement of the shoulders, while the body is completely straight, the hands are attached to the body and extended, the head is up, the right leg is extended and the heel it is inclined to the outside. part two: after making the necessary rotation and pause, the right foot, without bending, sticks to the left foot in the shortest way. (photo on top of page 78 of the textbook)"
what is the individual tactic?,"tactic is the method of fighting and fighting, which is used during defense and attack. in other words, the knowledge that a warrior can use to protect himself from the danger and damage of the enemy and win over him is called individual tactics."
what is orientation?,orientation is said to be the knowledge that the combatant force is able to determine geographical directions in nature in any condition and situation.
in what cases is orientation used?,"orientation is used in many cases. for example, when you are lost in the mountains, forest, plain or desert, knowing the geographical directions, you can reach the desired place."
what do muslims use for navigation?,finding qiblah for praying and religious slaughter of animals
why is orientation important for military forces?,"because the military forces are often placed in unknown places, they must know the geographical direction very well. although today, with devices such as a compass or gps, it is possible to determine the geographical direction easily and with great accuracy; but in the absence of these devices, it is useful to know other methods of orientation."
"what is ""direction""?",it is a fixed extension in nature that does not change due to the change of the person's position.
"what is ""orientation""?",knowing the four main directions on earth.
name the main directions.,"north, south, east and west"
name the secondary directions.,"north-east, north-west, south-east and south-west"
how can the other directions be determined by knowing one of the directions?,"if we stand facing north, our right side is east, our left is west, and behind us is south. between both main directions there is a secondary direction; for example, the bisector of the directions north and east specifies the direction northeast (northeast)."
are all orientation methods the same?,"some orientation methods are specific for the day, and some are specific for the night, and some methods are used in special times when the sun and stars are not available. it should be noted that many of these methods are not completely accurate and only approximate the main directions. compass and gps should be used for accurate orientation. used"
how can we navigate by the sun?,the sun rises from the east in the morning and is in the middle of the sky towards the south at noon and sets in the west at sunset. (picture on page 82 of the textbook)
when is navigation by the sun completely accurate and correct?,"this article is correct only at the beginning of spring and autumn; that is, on the first day of spring and autumn, the sun rises exactly in the east and sets in the west; but at other times, the place of sunrise and sunset has some deviation from east and west. in summer, the sun rises and sets more north than east and west, and in winter it is more south than east and west. at the beginning of summer and winter, the place of sunrise and sunset is at least 5.23 degrees away from the exact place of east and west."
when is noon in the northern hemisphere?,"in the northern hemisphere, during noon, the sun is always due south and the shadows of objects facing north fall. islamic noon, or astronomical noon in your geographic location, is exactly when the sun reaches its highest point in the sky. at this time, the shadow index reaches its minimum during the day and then increases again. this moment is the time of the noon call to prayer."
what can we do to know noon?,"to know the time of noon, you can refer to newspapers, radio news and other sources or wait for the sound of the noon call to prayer. islamic noon is roughly halfway between sunrise and sunset."
how is the orientation with the clock?,"hold a normal wristwatch (analog, hand) horizontally in the palm of your hand so that the hour hand is facing the sun and the shadow of the hour hand is right under the hand. in this case, the bisector of the angle between the hour hand and the number 12 on the clock (the smaller angle, not the bigger one) indicates the south direction, and the opposite direction indicates the north direction. (figure on page 83 of the textbook)"
"in the spring and summer season, when we move the clock forward one hour, how is the orientation by the hand clock?","if the clocks are moved forward one hour in the spring, first we move the clock back one hour and then we do the orientation method; or, we calculate the half of the hour hand with the number 1 instead of the number 12."
is the sharia noon the same everywhere in iran?,"the whole country usually has the same clock. in iran, sharia noon varies by about one hour (iran is located almost between two meridians, so sharia noon in the east and west of iran is about an hour apart). the correct time of each place is the same time that it is around 12 o'clock in the afternoon. in fact, to accurately determine the geographical directions, the clock must be set so that it shows 12 o'clock at noon."
can you navigate with a digital watch?,"if you are using a digital clock, you can draw the hour hand on a piece of paper or on the floor (write a circle from 1 to 12 and draw the counter hand as well), then use the hour hand method."
how to navigate with index shadow?,"steps: 1- we place the indicator vertically in front of the sun for a length of one meter on the flat ground. 2- the shadow of the indicator falls on the ground, we carefully determine the head of the shadow. 3- we wait for about 21 minutes until the shadow moves from east to west due to the movement of the sun. then we determine the second place of the shadow. 4- we connect the two ends of the shadow with a straight line; the head of the first shadow is towards the west and the head of the second shadow is towards the east. 5 - then we stand on the line; so that our left foot is on the first shadow and our right foot is on the second shadow and the index is behind us. in this case, the opposite direction is north. (picture on page 84 of the textbook)"
"why can't you navigate at night through the sun, index shadow, hour hand?",because at night there is no light source due to the darkness.
what is used to navigate at night?,"at night, you can use the stars to navigate. of course, you must be able to see the stars. if we are in a place where we cannot see the sky, we reach the high area. at high altitudes, the stars are better seen and there are no obstacles in front of our vision."
what is it like to see stars in the desert?,"in the desert there is no obstruction to your view of the stars, but there are many stars in the sky. in the desert, you have to improve your astronomy skills so that you can correctly identify the constellations you want from among the billions of stars."
"how to navigate by means of the ""pole star""?","the pole star is a fixed star above the north pole, by which the geographical north direction is determined. the polar star shows the geographical north direction (and not the magnetic north) with a very good approximation, about (0.7) degrees of error; that is, if we stand facing it, we will be facing north. to see the pole star in the night sky, you must first find the big dipper stars or the stars of zat al-kursi."
how can you find the pole star with the help of big dipper?,"the ursa major constellation consists of seven stars that are seen in the sky in the shape of a ladle. if you consider the distance between the two stars at the edge of the bucket to be equal and multiply it by five, you will get a star that is brighter than the stars around it, this is the pole star. other names of this collection are stars, seven brothers, big bear and ladle. since the stars rotate around the axis of the pole star in the sky, the spout of the correct ladle may be seen either upside down or sideways. (figure on page 87 of the textbook)"
how can you find the pole star with the help of zat al-kursi constellation?,"the constellation of zat al-kursi is a group of five stars that can be seen in the sky in the form of english letters w or m due to its rotation around the pole star. if we continue forward from the middle star of zat al-kursi as far as the distance between the two stars shown in the figure, five times its distance, we will reach the pole star."
what is the position of the pole star relative to the stars of zat al-kursi and ursa major?,"the stars zaat al-kursi and ursa major appear to be moving around the pole star. for this reason, their place always changes; but the pole star is always located between them."
what does distance estimation mean?,distance estimation is a term used in military literature. this term means the approximate measurement of the distance or distance between two points in latitude and longitude. distance estimation in a general definition is determining the approximate distance between two points.
why should the fighter be familiar with distance estimation?,"the conditions of the battlefield require every combatant to be able to quickly shoot accurately with their weapons on the desired target or report their observations correctly to the commander as soon as possible.
to report in order to achieve this goal, one should learn to estimate the distance through the training of the eye and the power of memory with useful exercises and training and using simple and practical methods."
what is the purpose of distance estimation?,"1- it is correct to close the appropriate degree on the weapon in order to aim and shoot. this is a matter of life and death for a sniper. if he misses the target, the next target is his own.
2-providing the information report to the commander or watchman to the artillery
3- understanding the report of the commander and other comrades"
how to estimate the distance using the map?,"for this purpose, first we measure the distance between the two desired points on the map with a ruler, then we convert the obtained distance to the real distance on the ground using the map scale. by multiplying the distance on the map by the denominator of the scale, the distance between two points in nature is obtained."
how do you estimate the distance with the hundred meter unit?,"for this, we must keep the distance of 100 meters in mind with repeated exercises; so that this distance becomes the queen of the mind. to estimate the distance, we visualize a distance of one hundred meters on the ground and then determine how many of these measurements there are from where we are located to the target. it should be said that the distances of the next hundred meters seem smaller. (the picture in the middle of page 91 of the textbook)"
to what distance is used to estimate the distance of one hundredth unit?,"this method is used to estimate the distance up to a distance of 500 meters, and to determine distances of 500 to 1000 meters, a point halfway to the target is first selected, and then the distance to the target is obtained using the above method. (figure at the bottom of page 91 of the textbook)"
"under normal weather conditions, a person with healthy eyes can distinguish which features from a standing fighter at different distances?","1- at a distance of 100 meters, a person can be seen well and his face can be recognized.
2- at a distance of 200 meters, a part of individual equipment such as thermos, backpack, shovel, etc. can be seen.
3- at a distance of 300 meters, the type of clothing and weapons of the person can be seen well.
4- at a distance of 400 meters, the head can be seen separated from the body, and the movements of the hands and feet can be felt well.
6- at a distance of 500 meters, a person's head can be seen as a black spot on the body.
3- at a distance of 600 meters, the head and body can be seen in the form of a black line, the top of which is narrow and the bottom is wider. (picture on page 92 of the textbook)"
how to estimate the distance using light and sound?,"the speed of light is about 300,000 km/s and the speed of sound is 331 m/s. from the difference between the speed of light and sound, we can guess the distance between the light source and ourselves. in this way, at night, as soon as we see the lightning of the mouth of a weapon, we start counting seconds (1001, 1002, 1003, 1004...), and as soon as we hear the sound of gunshots, we stop counting and the number that we have obtained a count of seconds, we multiply by 331; our approximate distance to the weapon is given in meters. be careful when counting seconds, if you reach 1010, count again from the beginning."
"if the distance between seeing the light and hearing the sound is 3 seconds, how far is it from the source of the sound?","we multiply the number 3 by 331, which means that your distance to the target is 993 meters."
what is meant by the speed of sound? explain,the speed of sound is the speed of a sound wave at a temperature of zero degrees. the speed of sound increases with increasing temperature and decreases with decreasing air temperature. the exact speed of sound is obtained by the following relation:
is it possible to estimate the distance using light and sound during the day?,"this distance estimation method can be used during the day as well, by observing the dust from the gunshots, start counting seconds and stop counting seconds when you hear the sound of gunshots. we multiply the number of seconds by 331; estimated distance is obtained."
"how can you estimate the distance with the ""lightning to thunder"" technique?","as soon as you see lightning until you hear the sound of thunder, just count the seconds and multiply the number of seconds by 331. the resulting number indicates your distance from the location of lightning. this technique is called ""lightning to thunder"" which can keep you safe from lightning in rainy weather."
what is order?,"in the word order, it means to decorate, set up and do things on time."
what effect does order have on our work?,"order is one of the important factors in the progress of any society, and in personal matters, most successful people have been orderly people throughout their lives."
"as a successful student, you enumerate cases of discipline in the classroom, school, home and community.","attending class on time and doing homework, respecting school rules and order, keeping your room tidy and cooperating in the family, following rules and keeping society clean."
why do we know the military forces as the most orderly people in social affairs?,because one of their distinctive features is discipline.
what is the plural system?,it is a regular movement that coordinates people in doing collective work.
what's the news?,news means to know about the type of command and prepare a person to perform a specific action.
what is performance?,obeying the command and doing what the commander orders.
what does the front of the system mean?,it is a command that is issued to place people one behind the other; like when students are in line
what is the movement * to the left *?,"in this movement, people turn their body 90 degrees to the left. people should move on the heel of their left foot and the toe of their right foot."
what is movement * to the right *?,"in this movement, people turn their bodies 90 degrees to the right. people should walk on the heel of their right foot and the toe of their left foot."
what is backward?,people should turn their body 180 degrees from the left side.
what is conscious movement?,"in this state, people should stand correctly in their place, in this state, the legs are paired and the hands are placed along the legs."
explain the evolution of war tools?,"these tools started with stone, wood, bow and arrow, spear and sword, and after some time it reached firearms, cannons and tanks. then war machines such as airplanes, submarines, long-range missiles, etc. appeared and the battlefield expanded from the ground to the sea and the sky."
name unconventional weapons.,"chemical, microbial and nuclear"
why is the use of non-conventional weapons prohibited?,because of the global opposition to these weapons and the many casualties they cause.
"in the current era, military powers rely on the use of what things?","electronic war, information war, economic war, soft war, missile technology and. …"
what has caused the enemies to think less about a military attack on our beloved country?,construction and production of surface-to-surface and surface-to-air missiles along with other defense capabilities of our country.
what is a solo weapon?,a device that a fighter can carry and use. such as: kalashnikov individual weapon
what are the disadvantages of hard (military) war?,high cost - human losses of attacking and defending forces
why did the military powers of today's world decide to seek to secure their interests in other ways?,"the high costs of hard war, technological progress, the opposition of the people of the world to the killing of people in war, etc."
what is soft power?,"soft power is the ability to achieve a goal using charm. for every country, this attraction shows itself in the culture or the lifestyle of the people of that country."
"in soft war, which country will win?","any country with a deeper, rooted and more valuable culture will win the soft war."
"in soft war, what changes?","if the beliefs and values ​​of the people of a country change, their lifestyle will change. therefore, in a soft war, the beliefs and values ​​of the target country change. in soft war, they change the type of thinking; that is, the enemy changes the minds of the people of the target country according to his wishes."
how do people increase their soft power?,"if the people of a country do their best to present their culture and lifestyle in an attractive way, they have increased their soft power."
what is a soft weapon? why,media- because it is necessary to use the media to present the attractiveness of the lifestyle.
what is the enemy's tool in soft war?,"media (newspapers, magazines, photos, movies, books, pamphlets, etc.), social networks, mobile phones, satellite, internet, television, radio, etc."
name the different types of soft war.,"political, social, cultural, economic, environmental, scientific"
define economic soft war.,"in this struggle, the enemy is affecting the foundations of the country's economy with extensive advertising and promotion of foreign goods and disrupting the foreign exchange and trade markets."
define soft social warfare.,"in this fight, the enemy points to social bonds, the spirit of collective life and empathy. the centrality of the family, its role and strength are being undermined by the media."
define soft culture war.,the enemy uses media appeals to present his lifestyle as a model. it weakens and changes the cultural beliefs and values ​​of our country.
define soft environmental warfare.,"in this case, by promoting false beliefs related to the behavior of the environment through indiscriminate consumption and wastefulness and neglecting the natural blessings, the destruction of available resources is provided."
define political soft war.,"in this case, the officials and the people use the methods and options that foreign countries like and adjust their decisions based on the guidelines of other countries."
define scientific soft warfare.,"in this context, with the tendency of elites and intellectuals towards non-native development patterns and the desire for prosperity without practical efforts and the inability to provide scientific solutions to solve problems, dependence and scientific regression are achieved."
give examples of soft war against the islamic republic of iran.,"1-declaration of war and military attack by america and israel
2- announcement of new sanctions"
the effectiveness of psychological warfare depends on what factors?,"1-personal characteristics of people such as religious beliefs, courage, self-confidence and adherence to moral values
2- to the extent of people's knowledge and awareness and knowing true friends and enemies"
who are the target groups of soft war?,"in soft war, all levels of society, from officials to the general public, are considered targets; but young people are the most important target group as the future builders of this border and boom. the enemy is trying to make this future-making generation disappointed about the current and future situation of the country by creating doubts in order to achieve its goals. also, by creating doubts in the beliefs and values ​​of the youth, the enemy is trying to mislead them about religious, national and revolutionary principles and values."
